store_id,store_code,store_name,city,state,city_tier,cluster_zone,store_type,store_size_sqft,opening_date,created_at
403,STR01403,QuickMart Delhi - East-90,Delhi,Delhi,1,North,Supermarket,27976,2025-03-08,2026-05-30 01:02:25
404,STR01404,ValueStore Lucknow - Junction-17,Lucknow,Uttar Pradesh,2,North,Convenience,2224,2023-07-05,2026-05-30 01:02:25
405,STR01405,ValueStore Varanasi - Central-88,Varanasi,Uttar Pradesh,2,North,Convenience,1057,2018-04-28,2026-05-30 01:02:25
406,STR01406,MegaMart Bhavnagar - West-47,Bhavnagar,Gujarat,3,West,Supermarket,20308,2022-03-12,2026-05-30 01:02:25
407,STR01407,DailyNeeds Rohtak - North-27,Rohtak,Haryana,3,North,Hypermarket,63097,2017-02-25,2026-05-30 01:02:25
408,STR01408,FreshKart Vijayawada - Central-40,Vijayawada,Andhra Pradesh,2,South,Department Store,37867,2023-07-31,2026-05-30 01:02:25
409,STR01409,CityStore Vellore - Main-23,Vellore,Tamil Nadu,3,South,Wholesale,47602,2024-09-30,2026-05-30 01:02:25
410,STR01410,FreshKart Thrissur - Park-61,Thrissur,Kerala,3,South,Convenience,1012,2010-04-18,2026-05-30 01:02:25
411,STR01411,QuickMart Patna - North-85,Patna,Bihar,2,East,Supermarket,29359,2013-08-10,2026-05-30 01:02:25
412,STR01412,BigBazaar Warangal - East-96,Warangal,Telangana,3,South,Express,3370,2021-12-04,2026-05-30 01:02:25
413,STR01413,QuickMart Anand - Junction-79,Anand,Gujarat,3,West,Express,2380,2012-09-09,2026-05-30 01:02:25
414,STR01414,QuickMart Vijayawada - East-34,Vijayawada,Andhra Pradesh,2,South,Hypermarket,65717,2014-02-02,2026-05-30 01:02:25
415,STR01415,BigBazaar Belgaum - Square-02,Belgaum,Karnataka,3,South,Convenience,1057,2015-11-09,2026-05-30 01:02:25
416,STR01416,DailyNeeds Tiruchirappalli - East-25,Tiruchirappalli,Tamil Nadu,3,South,Convenience,1132,2010-04-29,2026-05-30 01:02:25
417,STR01417,BigBazaar Srinagar - Junction-16,Srinagar,Jammu and Kashmir,2,North,Supermarket,25267,2023-03-16,2026-05-30 01:02:25
418,STR01418,ValueStore Guntur - Park-83,Guntur,Andhra Pradesh,3,South,Express,2776,2021-04-30,2026-05-30 01:02:25
419,STR01419,UrbanMart Surat - Square-70,Surat,Gujarat,2,West,Hypermarket,62645,2017-03-01,2026-05-30 01:02:25
420,STR01420,FreshKart Bikaner - South-24,Bikaner,Rajasthan,3,North,Wholesale,54608,2020-10-12,2026-05-30 01:02:25
421,STR01421,SmartShop Jabalpur - Main-27,Jabalpur,Madhya Pradesh,3,Central,Supermarket,21517,2010-10-19,2026-05-30 01:02:25
422,STR01422,CityStore Gorakhpur - Square-64,Gorakhpur,Uttar Pradesh,3,North,Wholesale,38187,2016-09-06,2026-05-30 01:02:25
423,STR01423,CityStore Vijayawada - Central-98,Vijayawada,Andhra Pradesh,2,South,Express,5814,2017-02-08,2026-05-30 01:02:25
424,STR01424,UrbanMart Tirupati - Central-30,Tirupati,Andhra Pradesh,3,South,Department Store,49182,2025-02-07,2026-05-30 01:02:25
425,STR01425,BigBazaar Cuttack - West-05,Cuttack,Odisha,3,East,Supermarket,18760,2022-10-08,2026-05-30 01:02:25
426,STR01426,MegaMart Junagadh - Plaza-92,Junagadh,Gujarat,3,West,Convenience,1528,2021-08-01,2026-05-30 01:02:25
427,STR01427,UrbanMart Moradabad - Main-49,Moradabad,Uttar Pradesh,3,North,Supermarket,22791,2018-11-09,2026-05-30 01:02:25
428,STR01428,CityStore Durgapur - East-96,Durgapur,West Bengal,3,East,Wholesale,36948,2017-12-16,2026-05-30 01:02:25
429,STR01429,SmartShop Kolhapur - East-62,Kolhapur,Maharashtra,3,West,Supermarket,21666,2020-11-03,2026-05-30 01:02:25
430,STR01430,DailyNeeds Meerut - East-29,Meerut,Uttar Pradesh,2,North,Convenience,2356,2011-11-12,2026-05-30 01:02:25
431,STR01431,BigBazaar Bareilly - Junction-50,Bareilly,Uttar Pradesh,3,North,Wholesale,29845,2011-11-16,2026-05-30 01:02:25
432,STR01432,BigBazaar Varanasi - West-72,Varanasi,Uttar Pradesh,2,North,Convenience,1585,2021-04-29,2026-05-30 01:02:25
433,STR01433,QuickMart Jaipur - Park-86,Jaipur,Rajasthan,2,North,Hypermarket,76396,2017-03-13,2026-05-30 01:02:25
434,STR01434,FreshKart Ajmer - Central-46,Ajmer,Rajasthan,3,North,Wholesale,55303,2019-07-05,2026-05-30 01:02:25
435,STR01435,QuickMart Hubli - Central-23,Hubli,Karnataka,3,South,Convenience,1591,2010-07-06,2026-05-30 01:02:25
436,STR01436,SmartShop Aligarh - East-85,Aligarh,Uttar Pradesh,3,North,Wholesale,25918,2022-01-01,2026-05-30 01:02:25
437,STR01437,RetailMart Mumbai - Junction-01,Mumbai,Maharashtra,1,West,Hypermarket,75919,2019-06-02,2026-05-30 01:02:25
438,STR01438,CityStore Ajmer - West-56,Ajmer,Rajasthan,3,North,Express,5517,2011-05-29,2026-05-30 01:02:25
439,STR01439,MegaMart Mangalore - Park-50,Mangalore,Karnataka,3,South,Supermarket,24472,2011-03-21,2026-05-30 01:02:25
440,STR01440,DailyNeeds Vellore - Plaza-08,Vellore,Tamil Nadu,3,South,Express,5884,2015-06-26,2026-05-30 01:02:25
441,STR01441,CityStore Bhopal - Central-72,Bhopal,Madhya Pradesh,2,Central,Department Store,43335,2024-10-15,2026-05-30 01:02:25
442,STR01442,QuickMart Kozhikode - North-72,Kozhikode,Kerala,3,South,Convenience,1072,2011-01-08,2026-05-30 01:02:25
443,STR01443,SmartShop Vellore - North-42,Vellore,Tamil Nadu,3,South,Express,4797,2012-06-07,2026-05-30 01:02:25
444,STR01444,SmartShop Thrissur - West-20,Thrissur,Kerala,3,South,Department Store,27067,2018-10-17,2026-05-30 01:02:25
445,STR01445,DailyNeeds Moradabad - Junction-95,Moradabad,Uttar Pradesh,3,North,Convenience,2911,2013-04-21,2026-05-30 01:02:25
446,STR01446,SmartShop Surat - Park-30,Surat,Gujarat,2,West,Express,5210,2014-03-02,2026-05-30 01:02:25
447,STR01447,BigBazaar Siliguri - Square-01,Siliguri,West Bengal,3,East,Hypermarket,57081,2017-05-27,2026-05-30 01:02:25
448,STR01448,UrbanMart Vellore - South-15,Vellore,Tamil Nadu,3,South,Convenience,825,2024-01-31,2026-05-30 01:02:25
449,STR01449,UrbanMart Vadodara - Central-52,Vadodara,Gujarat,2,West,Wholesale,53153,2024-08-20,2026-05-30 01:02:25
450,STR01450,DailyNeeds Amritsar - South-29,Amritsar,Punjab,3,North,Supermarket,15514,2010-05-10,2026-05-30 01:02:25
451,STR01451,ValueStore Rohtak - Junction-81,Rohtak,Haryana,3,North,Supermarket,34015,2024-02-24,2026-05-30 01:02:25
452,STR01452,SmartShop Kolhapur - Plaza-05,Kolhapur,Maharashtra,3,West,Express,4118,2013-07-04,2026-05-30 01:02:25
453,STR01453,MegaMart Dehradun - Plaza-97,Dehradun,Uttarakhand,3,North,Convenience,2466,2012-03-17,2026-05-30 01:02:25
454,STR01454,QuickMart Gorakhpur - Plaza-87,Gorakhpur,Uttar Pradesh,3,North,Express,4195,2020-12-13,2026-05-30 01:02:25
455,STR01455,RetailMart Bareilly - Park-97,Bareilly,Uttar Pradesh,3,North,Convenience,2516,2023-05-05,2026-05-30 01:02:25
456,STR01456,BigBazaar Kozhikode - Plaza-42,Kozhikode,Kerala,3,South,Express,2044,2010-10-15,2026-05-30 01:02:25
457,STR01457,UrbanMart Ludhiana - Central-13,Ludhiana,Punjab,2,North,Hypermarket,55860,2011-03-18,2026-05-30 01:02:25
458,STR01458,SmartShop Aurangabad - South-98,Aurangabad,Maharashtra,2,West,Convenience,1029,2025-03-14,2026-05-30 01:02:25
459,STR01459,RetailMart Patiala - Junction-62,Patiala,Punjab,3,North,Wholesale,25241,2015-04-19,2026-05-30 01:02:25
460,STR01460,SmartShop Rohtak - Main-37,Rohtak,Haryana,3,North,Supermarket,20935,2018-12-23,2026-05-30 01:02:25
461,STR01461,QuickMart Ajmer - Main-81,Ajmer,Rajasthan,3,North,Supermarket,15819,2020-04-15,2026-05-30 01:02:25
462,STR01462,QuickMart Nagpur - Plaza-77,Nagpur,Maharashtra,2,West,Hypermarket,44742,2011-11-19,2026-05-30 01:02:25
463,STR01463,BigBazaar Dhanbad - Square-35,Dhanbad,Jharkhand,3,East,Supermarket,32987,2023-09-07,2026-05-30 01:02:25
464,STR01464,MegaMart Jamshedpur - Plaza-84,Jamshedpur,Jharkhand,3,East,Convenience,2567,2024-01-22,2026-05-30 01:02:25
465,STR01465,FreshKart Sangli - East-23,Sangli,Maharashtra,3,West,Hypermarket,51017,2014-03-21,2026-05-30 01:02:25
466,STR01466,FreshKart Jamshedpur - Plaza-11,Jamshedpur,Jharkhand,3,East,Convenience,2401,2015-10-22,2026-05-30 01:02:25
467,STR01467,BigBazaar Patna - Park-03,Patna,Bihar,2,East,Supermarket,33638,2022-09-03,2026-05-30 01:02:25
468,STR01468,CityStore Jalandhar - Park-35,Jalandhar,Punjab,3,North,Supermarket,18929,2015-09-28,2026-05-30 01:02:25
469,STR01469,CityStore Jaipur - Plaza-06,Jaipur,Rajasthan,2,North,Supermarket,22415,2025-11-24,2026-05-30 01:02:25
470,STR01470,DailyNeeds Faridabad - East-83,Faridabad,Haryana,2,North,Hypermarket,74963,2022-03-15,2026-05-30 01:02:25
471,STR01471,SmartShop Faridabad - West-63,Faridabad,Haryana,2,North,Supermarket,30272,2020-01-09,2026-05-30 01:02:25
472,STR01472,RetailMart Hisar - Central-55,Hisar,Haryana,3,North,Supermarket,33792,2025-04-05,2026-05-30 01:02:25
473,STR01473,UrbanMart Jodhpur - East-23,Jodhpur,Rajasthan,3,North,Wholesale,40194,2012-08-18,2026-05-30 01:02:25
474,STR01474,ValueStore Bengaluru - South-35,Bengaluru,Karnataka,1,South,Supermarket,23947,2010-04-29,2026-05-30 01:02:25
475,STR01475,CityStore Haridwar - South-72,Haridwar,Uttarakhand,3,North,Supermarket,34510,2016-12-29,2026-05-30 01:02:25
476,STR01476,MegaMart Salem - South-39,Salem,Tamil Nadu,3,South,Express,4992,2025-08-12,2026-05-30 01:02:25
477,STR01477,SmartShop Kozhikode - North-17,Kozhikode,Kerala,3,South,Convenience,1628,2022-12-10,2026-05-30 01:02:25
478,STR01478,SmartShop Vellore - Park-99,Vellore,Tamil Nadu,3,South,Express,2746,2018-08-17,2026-05-30 01:02:25
479,STR01479,UrbanMart Kolkata - North-33,Kolkata,West Bengal,1,East,Supermarket,34182,2012-03-14,2026-05-30 01:02:25
480,STR01480,QuickMart Indore - Plaza-72,Indore,Madhya Pradesh,2,Central,Express,5004,2025-11-02,2026-05-30 01:02:25
481,STR01481,MegaMart Muzaffarpur - Junction-96,Muzaffarpur,Bihar,3,East,Department Store,28365,2025-07-07,2026-05-30 01:02:25
482,STR01482,RetailMart Guntur - Square-90,Guntur,Andhra Pradesh,3,South,Supermarket,19051,2018-02-26,2026-05-30 01:02:25
483,STR01483,SmartShop Vellore - Square-78,Vellore,Tamil Nadu,3,South,Hypermarket,71131,2025-11-15,2026-05-30 01:02:25
484,STR01484,CityStore Anand - Central-69,Anand,Gujarat,3,West,Wholesale,34606,2021-07-29,2026-05-30 01:02:25
485,STR01485,MegaMart Ujjain - Main-80,Ujjain,Madhya Pradesh,3,Central,Convenience,2566,2018-10-02,2026-05-30 01:02:25
486,STR01486,BigBazaar Bhavnagar - Central-23,Bhavnagar,Gujarat,3,West,Supermarket,24419,2011-04-08,2026-05-30 01:02:25
487,STR01487,FreshKart Meerut - North-25,Meerut,Uttar Pradesh,2,North,Convenience,1980,2020-05-16,2026-05-30 01:02:25
488,STR01488,DailyNeeds Tirunelveli - South-58,Tirunelveli,Tamil Nadu,3,South,Express,3297,2018-12-20,2026-05-30 01:02:25
489,STR01489,QuickMart Anand - Square-08,Anand,Gujarat,3,West,Supermarket,30873,2023-05-11,2026-05-30 01:02:25
490,STR01490,BigBazaar Hubli - Plaza-45,Hubli,Karnataka,3,South,Supermarket,33070,2016-07-16,2026-05-30 01:02:25
491,STR01491,UrbanMart Visakhapatnam - South-15,Visakhapatnam,Andhra Pradesh,2,South,Convenience,802,2011-02-17,2026-05-30 01:02:25
492,STR01492,UrbanMart Cuttack - Plaza-19,Cuttack,Odisha,3,East,Department Store,43709,2022-02-05,2026-05-30 01:02:25
493,STR01493,MegaMart Sangli - Plaza-08,Sangli,Maharashtra,3,West,Wholesale,27741,2011-12-03,2026-05-30 01:02:25
494,STR01494,FreshKart Vellore - Junction-09,Vellore,Tamil Nadu,3,South,Hypermarket,62414,2025-06-04,2026-05-30 01:02:25
495,STR01495,SmartShop Jodhpur - South-73,Jodhpur,Rajasthan,3,North,Convenience,2067,2019-07-28,2026-05-30 01:02:25
496,STR01496,FreshKart Indore - East-93,Indore,Madhya Pradesh,2,Central,Express,5097,2010-05-25,2026-05-30 01:02:25
497,STR01497,MegaMart Mumbai - South-89,Mumbai,Maharashtra,1,West,Convenience,2552,2013-10-02,2026-05-30 01:02:25
498,STR01498,SmartShop Bhubaneswar - Junction-80,Bhubaneswar,Odisha,3,East,Hypermarket,77037,2024-06-09,2026-05-30 01:02:25
499,STR01499,RetailMart Ludhiana - South-50,Ludhiana,Punjab,2,North,Department Store,25213,2021-06-20,2026-05-30 01:02:25
500,STR01500,UrbanMart Warangal - Main-87,Warangal,Telangana,3,South,Express,2476,2011-09-28,2026-05-30 01:02:25
